"/home/ssai4/Tensorflow_GP-GAN/dataset/53.dove_pink/dove_pink_new_10564.jpg
","/home/ssai4/Tensorflow_GP-GAN/dataset/53.dove_pink/dove_pink_new_10564_mask.png
","/home/ssai4/Tensorflow_GP-GAN/background/background_normal1_1433.jpg
"
"/home/ssai4/Tensorflow_GP-GAN/dataset/53.dove_pink/dove_pink_new_10565.jpg
","/home/ssai4/Tensorflow_GP-GAN/dataset/53.dove_pink/dove_pink_new_10565_mask.png
","/home/ssai4/Tensorflow_GP-GAN/background/background_normal1_1214.jpg
"
"/home/ssai4/Tensorflow_GP-GAN/dataset/53.dove_pink/dove_pink_new_10494.jpg
","/home/ssai4/Tensorflow_GP-GAN/dataset/53.dove_pink/dove_pink_new_10494_mask.png
","/home/ssai4/Tensorflow_GP-GAN/background/background_wide_1051.jpg
"
"/home/ssai4/Tensorflow_GP-GAN/dataset/53.dove_pink/dove_pink_new_10000.jpg
","/home/ssai4/Tensorflow_GP-GAN/dataset/53.dove_pink/dove_pink_new_10000_mask.png
","/home/ssai4/Tensorflow_GP-GAN/background/background_normal1_1362.jpg
"
"/home/ssai4/Tensorflow_GP-GAN/dataset/53.dove_pink/dove_pink_new_10001.jpg
","/home/ssai4/Tensorflow_GP-GAN/dataset/53.dove_pink/dove_pink_new_10001_mask.png
","/home/ssai4/Tensorflow_GP-GAN/background/background_normal_1619.jpg
"
"/home/ssai4/Tensorflow_GP-GAN/dataset/53.dove_pink/dove_pink_new_10116.jpg
","/home/ssai4/Tensorflow_GP-GAN/dataset/53.dove_pink/dove_pink_new_10116_mask.png
","/home/ssai4/Tensorflow_GP-GAN/background/background_wide_1725.jpg
"
"/home/ssai4/Tensorflow_GP-GAN/dataset/53.dove_pink/dove_pink_new_10121.jpg
","/home/ssai4/Tensorflow_GP-GAN/dataset/53.dove_pink/dove_pink_new_10121_mask.png
","/home/ssai4/Tensorflow_GP-GAN/background/background_normal_1345.jpg
"
"/home/ssai4/Tensorflow_GP-GAN/dataset/53.dove_pink/dove_pink_new_10136.jpg
","/home/ssai4/Tensorflow_GP-GAN/dataset/53.dove_pink/dove_pink_new_10136_mask.png
","/home/ssai4/Tensorflow_GP-GAN/background/background_wide_1429.jpg
"
"/home/ssai4/Tensorflow_GP-GAN/dataset/53.dove_pink/dove_pink_new_10137.jpg
","/home/ssai4/Tensorflow_GP-GAN/dataset/53.dove_pink/dove_pink_new_10137_mask.png
","/home/ssai4/Tensorflow_GP-GAN/background/background_normal1_1010.jpg
"
"/home/ssai4/Tensorflow_GP-GAN/dataset/53.dove_pink/dove_pink_new_10158.jpg
","/home/ssai4/Tensorflow_GP-GAN/dataset/53.dove_pink/dove_pink_new_10158_mask.png
","/home/ssai4/Tensorflow_GP-GAN/background/background_normal_1574.jpg
"
