/home/ssai4/Tensorflow_GP-GAN/5.Dove_dataset/53.dove_pink/dove_pink_new_10000_size.jpg;/home/ssai4/Tensorflow_GP-GAN/background/background_normal2_1076.jpg;/home/ssai4/Tensorflow_GP-GAN/5.Dove_dataset/53.dove_pink/dove_pink_new_10000_size_mask.png
/home/ssai4/Tensorflow_GP-GAN/5.Dove_dataset/53.dove_pink/dove_pink_new_10000_size_hsv.jpg;/home/ssai4/Tensorflow_GP-GAN/background/background_normal2_1022.jpg;/home/ssai4/Tensorflow_GP-GAN/5.Dove_dataset/53.dove_pink/dove_pink_new_10000_size_hsv_mask.png
/home/ssai4/Tensorflow_GP-GAN/5.Dove_dataset/53.dove_pink/dove_pink_new_10000_size_hsv_hsv.jpg;/home/ssai4/Tensorflow_GP-GAN/background/background_wide_1575.jpg;/home/ssai4/Tensorflow_GP-GAN/5.Dove_dataset/53.dove_pink/dove_pink_new_10000_size_hsv_hsv_mask.png
/home/ssai4/Tensorflow_GP-GAN/5.Dove_dataset/53.dove_pink/dove_pink_new_10000_size_hsv_rotate.jpg;/home/ssai4/Tensorflow_GP-GAN/background/background_normal_1302.jpg;/home/ssai4/Tensorflow_GP-GAN/5.Dove_dataset/53.dove_pink/dove_pink_new_10000_size_hsv_rotate_mask.png
/home/ssai4/Tensorflow_GP-GAN/5.Dove_dataset/53.dove_pink/dove_pink_new_10000_size_hsv_rotate_hsv.jpg;/home/ssai4/Tensorflow_GP-GAN/background/background_wide_1378.jpg;/home/ssai4/Tensorflow_GP-GAN/5.Dove_dataset/53.dove_pink/dove_pink_new_10000_size_hsv_rotate_hsv_mask.png
/home/ssai4/Tensorflow_GP-GAN/5.Dove_dataset/53.dove_pink/dove_pink_new_10000_size_hsv_rotate_rotate.jpg;/home/ssai4/Tensorflow_GP-GAN/background/background_normal1_1048.jpg;/home/ssai4/Tensorflow_GP-GAN/5.Dove_dataset/53.dove_pink/dove_pink_new_10000_size_hsv_rotate_rotate_mask.png
/home/ssai4/Tensorflow_GP-GAN/5.Dove_dataset/53.dove_pink/dove_pink_new_10000_size_hsv_rotate_rotate_hsv.jpg;/home/ssai4/Tensorflow_GP-GAN/background/background_normal1_1360.jpg;/home/ssai4/Tensorflow_GP-GAN/5.Dove_dataset/53.dove_pink/dove_pink_new_10000_size_hsv_rotate_rotate_hsv_mask.png
/home/ssai4/Tensorflow_GP-GAN/5.Dove_dataset/53.dove_pink/dove_pink_new_10000_size_rotate.jpg;/home/ssai4/Tensorflow_GP-GAN/background/background_wide_1639.jpg;/home/ssai4/Tensorflow_GP-GAN/5.Dove_dataset/53.dove_pink/dove_pink_new_10000_size_rotate_mask.png
/home/ssai4/Tensorflow_GP-GAN/5.Dove_dataset/53.dove_pink/dove_pink_new_10000_size_rotate_hsv.jpg;/home/ssai4/Tensorflow_GP-GAN/background/background_wide_1376.jpg;/home/ssai4/Tensorflow_GP-GAN/5.Dove_dataset/53.dove_pink/dove_pink_new_10000_size_rotate_hsv_mask.png
/home/ssai4/Tensorflow_GP-GAN/5.Dove_dataset/53.dove_pink/dove_pink_new_10000_size_rotate_rotate.jpg;/home/ssai4/Tensorflow_GP-GAN/background/background_normal_1836.jpg;/home/ssai4/Tensorflow_GP-GAN/5.Dove_dataset/53.dove_pink/dove_pink_new_10000_size_rotate_rotate_mask.png
